date,min,max,pm25,q1,q3,stdev,count
2023-10-30T00:00:00.000Z,0.37,1.8,0.83,0.63,1.05,0.297,97
2023-10-31T00:00:00.000Z,0.5,9.8,0.95,0.8,1.29,1.954,20
2023-11-01T00:00:00.000Z,0.43,26.43,1,0.8,2.37,6.146,154
2023-11-02T00:00:00.000Z,0.43,2.73,1.19,0.9,1.57,0.46,284
2023-11-03T00:00:00.000Z,0.4,29.1,1.8,1.27,5.4,3.981,350
2023-11-04T00:00:00.000Z,0.56,24.1,2.15,1.1,3.6,2.426,382
2023-11-05T00:00:00.000Z,2.29,13.3,6.47,4.9,8.3,2.383,378
2023-11-06T00:00:00.000Z,1.27,15,6.73,4.5,11.2,3.724,407
2023-11-07T00:00:00.000Z,0.3,35.22,1.3,0.6,4.83,5.219,422
2023-11-08T00:00:00.000Z,1.1,4.13,2.5,2.06,3,0.564,202
2023-11-09T00:00:00.000Z,0.6,44.3,1.37,1,3.47,4.643,131
2023-11-10T00:00:00.000Z,0.47,31.17,1.37,0.97,3,2.68,435
2023-11-11T00:00:00.000Z,0.4,63.33,1.8,1.03,2.9,4.239,446
2023-11-12T00:00:00.000Z,0.3,30.6,0.97,0.8,1.17,1.876,270
2023-11-13T00:00:00.000Z,0.8,20,1.9,1.4,2.29,1.293,427
2023-11-14T00:00:00.000Z,0.3,16.03,0.87,0.7,1.1,0.792,453
2023-11-15T00:00:00.000Z,0.3,11.2,0.8,0.67,1.3,1.108,271
2023-11-16T00:00:00.000Z,0.6,2.77,1.42,1.05,1.77,0.508,60
2023-11-17T00:00:00.000Z,0.7,5.67,1.4,1.2,1.7,0.52,168
2023-11-18T00:00:00.000Z,0.9,16.6,2.59,2,5.09,2.757,202
2023-11-19T00:00:00.000Z,0.73,11.13,4.3,2.84,5.84,1.983,317
2023-11-20T00:00:00.000Z,1.6,7.33,4.23,3.67,4.76,0.948,203
2023-11-22T00:00:00.000Z,0.3,8.9,1.5,1.1,2.13,1.532,239
2023-11-23T00:00:00.000Z,0.23,8.86,1.5,0.73,3.05,1.932,405
2023-11-24T00:00:00.000Z,0.2,4.2,0.7,0.5,1.2,0.511,398
2023-11-25T00:00:00.000Z,0.37,6.33,0.93,0.73,1.23,0.668,360
2023-11-26T00:00:00.000Z,0.2,17.7,0.8,0.6,1.1,1.311,301
2023-11-27T00:00:00.000Z,0.33,2.6,1,0.7,1.4,0.46,121
2023-11-28T00:00:00.000Z,0.43,4.57,1.2,1,1.52,0.505,233
2023-11-29T00:00:00.000Z,2.29,6.93,3.84,2.5,5.67,1.696,6
